"","QuestionNum","Question","AnswerUse","Curiosity","Satisfy","More","CurSD","SatSD","MoreSD","KnowNO","KnowTOT","KnowYES","Count","KnowNOprop","KnowYESprop","KnowTOTprop","CurSD_z"
"457",499,"What is believed to have received its name from the Portuguese word for ""simpleton""? ","The dodo",54.2121212121212,55.969696969697,36.4242424242424,33.9997771828706,35.8926218467014,30.6053817806508,28,4,1,33,0.848484848484849,0.0303030303030303,0.121212121212121,0.501817912807075
"458",500,"What is called the ""bark lion sentinel dog"" in its native Tibet?  ","Lhasa Apso",53.5681818181818,61.5,43.3636363636364,34.0699674932253,33.9996580010159,34.5617687081663,37,5,2,44,0.840909090909091,0.0454545454545455,0.113636363636364,0.526450511268394
"462",504,"What is measured in becquerels? ","Radioactivity",61.4,69.0222222222222,53.9777777777778,28.4895515137488,23.5135250140394,33.5454162218171,41,3,1,45,0.911111111111111,0.0222222222222222,0.0666666666666667,-1.43194154277618
"463",505,"What is measured in millibars? ","Pressure",59.2272727272727,58.6590909090909,31.5227272727273,31.1521873033717,30.4095633533331,30.3586994821826,29,6,10,45,0.644444444444444,0.222222222222222,0.133333333333333,-0.497515723555897
"468",510,"What is the common term for the sports ailment ""lateral humeral epicondylitis""? ","Tennis elbow ",43.4418604651163,54.9767441860465,28.7441860465116,33.0398765747589,33.0162213898195,29.6536298454705,32,6,8,47,0.680851063829787,0.170212765957447,0.127659574468085,0.164950243709982
"469",511,"What is the deepest point of the Mariana Trench?","Challenger Deep ",53.0681818181818,44.5909090909091,37.6363636363636,33.417999416324,32.3902929629249,33.0405606328715,36,4,4,44,0.818181818181818,0.0909090909090909,0.0909090909090909,0.297648732693085
"471",513,"What is the largest creature without a backbone? ","Giant squid",73.8444444444444,74.8444444444444,50.1555555555556,28.3291975591162,28.7085317977043,33.4833442689697,33,4,8,45,0.733333333333333,0.177777777777778,0.0888888888888889,-1.48821618462045
"472",514,"What is the largest flower in the world? ","Rafflesia (corpse lily) ",74.3846153846154,66.1794871794872,57.8461538461538,24.4762133558873,29.8662560821016,31.9831686504492,30,3,6,39,0.769230769230769,0.153846153846154,0.0769230769230769,-2.84038306173389
"476",518,"What is the lightest of the three kinds of fencing swords? ","The Foil",36.5714285714286,42.5,31.1428571428571,31.0201687790402,31.1763277926401,27.1451126882381,32,3,7,42,0.761904761904762,0.166666666666667,0.0714285714285714,-0.54384632507171
"478",520,"What is the most common mammal in the U.S.? ","Mouse",69.04,65.56,32.38,28.3951418667464,27.7453140003784,31.8548301530809,34,6,10,50,0.68,0.2,0.12,-1.46507367901739
"479",521,"What is the most sober school according to The Princeton Review? ","Brigham Young University",65.7173913043478,60.9782608695652,32.7173913043478,33.0935798026534,31.73605669717,32.9266275517607,36,4,6,46,0.782608695652174,0.130434782608696,0.0869565217391304,0.183796862881719
"480",522,"What is the name given to a young swan? ","Cygnet ",53.1276595744681,57.1702127659574,37.4468085106383,32.2905404247911,31.9124612085707,37.1663759393156,30,9,8,48,0.625,0.166666666666667,0.1875,-0.0980219016108036
"484",526,"What is the name of the ship that carried Captain Cook to Australia?  ","Endeavour ",64.1111111111111,60.3111111111111,53.2222222222222,29.3847689537394,24.7283626468054,26.6713064145457,28,10,6,45,0.622222222222222,0.133333333333333,0.222222222222222,-1.11777379478614
"485",527,"What is the national tree of Jamaica? ","The Blue Mahoe ",55.8095238095238,49.8809523809524,36.2380952380952,30.5959012839542,28.0402170940348,32.6778880439832,33,5,4,42,0.785714285714286,0.0952380952380952,0.119047619047619,-0.692738825957244
"492",534,"What is the only English word with three consecutive double letters?  ","Bookkeeper",86.1818181818182,78.5454545454545,36.6363636363636,21.4836581780282,27.1956345209647,29.7173435454715,37,4,4,45,0.822222222222222,0.0888888888888889,0.0888888888888889,-3.8905908425092
"497",539,"What is the only part of the body that can't repair itself? ","Tooth",73.6388888888889,70.6944444444444,43.25,28.4224788079313,22.5538333066775,35.3443266815401,25,3,9,37,0.675675675675676,0.243243243243243,0.0810810810810811,-1.45548004861506
"498",540,"What is the only part of the body that has no blood supply? ","Cornea",80.2325581395349,77.1162790697674,65.2093023255814,25.2490803314858,22.3481215811526,29.4170003808414,27,6,10,43,0.627906976744186,0.232558139534884,0.13953488372093,-2.56915300479687
"499",541,"What is the only type of animal besides a human that can get a sunburn?","Pig",76.2142857142857,75.1190476190476,50.9047619047619,21.4561784998824,22.4534232068296,34.0228112314116,29,5,7,42,0.69047619047619,0.166666666666667,0.119047619047619,-3.90023456504286
"500",542,"What is the only type of lizard that has a voice? ","Gecko",77.8048780487805,75.219512195122,63.7317073170732,20.886861315424,19.7743674931993,28.7602367777492,39,2,0,42,0.928571428571429,0,0.0476190476190476,-4.1000308265357
"503",545,"What is the second oldest continuously held American sporting event?  ","Westminster Kennel Club dog show ",60.7045454545455,52.3863636363636,30.0454545454545,28.5987311032993,30.304820331204,31.275188580068,31,9,5,45,0.688888888888889,0.111111111111111,0.2,-1.39362604059393
"504",546,"What is the smallest country in Africa? ","The Gambia",45.075,44.6,21.15,34.8582385509049,31.4110873778099,25.2825570761284,32,4,4,40,0.8,0.1,0.1,0.80308647917305
"505",547,"What is the surgical knife called an izmel used for? ","The circumcision at a bris ",60.1372549019608,46.6666666666667,26.843137254902,30.3802696550529,34.4195680778633,31.3734744961533,49,2,0,51,0.96078431372549,0,0.0392156862745098,-0.768412623429348
"510",552,"What is unusual about the ""in God We Trust"" Motto on the U.S. Mint's recent presidential dollar coins?","It's stamped on the coin's edge.",79.74,64.84,45.08,24.6682560620498,31.5480585773515,33.7952055529678,41,3,6,50,0.82,0.12,0.06,-2.77298756448618
"511",553,"What Islamic shrine is today built on Jerusalem's Temple Mount?  ","The Dome of the Rock",49.9318181818182,53.7727272727273,39.25,32.7629950978253,35.7938955665749,34.3397017500017,28,7,8,44,0.636363636363636,0.181818181818182,0.159090909090909,0.067781415018152
"512",554,"What island in Manila Bay was the site of a famous 1942 siege?  ","Corregidor",51.6595744680851,48.2340425531915,35.0212765957447,31.516922021797,27.3251061225175,31.373271205932,37,8,3,48,0.770833333333333,0.0625,0.166666666666667,-0.369515664595216
"514",556,"What islands are home to most of the world's blue-footed boobies? ","The Galapagos Islands ",65.6829268292683,67.7073170731707,54.9024390243902,27.1683998649076,24.0127506779617,28.4383586710351,34,5,3,42,0.80952380952381,0.0714285714285714,0.119047619047619,-1.89558670844017
"515",557,"What Italian physician was the first to describe the way the ovaries connect to the uterus in humans?","Gabriele Falloppio ",53.4090909090909,59.4772727272727,39.4545454545455,31.2107004472849,33.3142113933543,31.6928974109375,41,1,3,45,0.911111111111111,0.0666666666666667,0.0222222222222222,-0.476981111706514
"516",558,"What Jack Nicholson comedy was translated as ""Mr. Cat Poop"" in Cantonese when it was released in China?","As Good As It Gets ",60.8974358974359,68.6666666666667,44,35.1573866400451,25.3422191249196,31.6751604490598,34,5,2,42,0.80952380952381,0.0476190476190476,0.119047619047619,0.908069556224908
"517",559,"What Japanese word for ""wave person"" refers to a masterless samurai?  ","Ronin",59.4444444444444,53.9722222222222,46.4166666666667,32.6824063150142,32.3114186902677,35.7773871121331,27,2,7,37,0.72972972972973,0.189189189189189,0.0540540540540541,0.0394995750114561
"518",560,"What Kansan was the only Native American ever to serve as U.S. vice president? ","Charles Curtis",54.5333333333333,43.3111111111111,37.1555555555556,34.7089194719324,27.9307766241521,31.1943727118993,39,3,2,45,0.866666666666667,0.0444444444444444,0.0666666666666667,0.750684418313704
"520",562,"What kind of ""oven"" is the official state cooking pot of Utah? ","Dutch Oven",52,53.2,33.7714285714286,31.4754806532472,31.3150969041714,31.8203465377345,25,3,7,35,0.714285714285714,0.2,0.0857142857142857,-0.384059104936397
"521",563,"What kind of ""pet sounds"" are actually heard at the end of the Beach Boys album of that name? ","Dogs barking",49.9782608695652,43.8478260869565,21.8695652173913,33.1632253694995,30.0946413770546,27.0116095992093,38,7,1,46,0.826086956521739,0.0217391304347826,0.152173913043478,0.208238288971164
"522",564,"What kind of animal attacked Jimmy Carter during an April 1979 fishing trip?   ","Rabbit",59.1052631578947,61.5789473684211,43.5789473684211,34.5220567750957,30.5663934685273,36.7994062664702,26,6,6,38,0.684210526315789,0.157894736842105,0.157894736842105,0.685106794346547
"523",565,"What kind of animal is Artemia Salina, the ""sea monkey"" of novelty pet ad fame? ","Brine Shrimp ",56.8148148148148,56.3148148148148,35.3333333333333,32.798454907277,31.0597865803661,30.99543484341,41,1,12,55,0.745454545454545,0.218181818181818,0.0181818181818182,0.0802256860767009
"524",566,"What kind of animal is referenced in the title of Lynne Truss's punctuation guide ""Eats, Shoots & Leaves""?","Panda",43.0416666666667,60.7291666666667,35.6875,32.8445457328483,31.9938422155938,36.5659743302897,34,4,10,48,0.708333333333333,0.208333333333333,0.0833333333333333,0.0964008075900734
"525",567,"What kind of animal was Hariet, who died at the Queensland Zoo in 2006 and was claimed to have belonged to Charles Darwin?","A Galapagos giant tortoise ",62.1627906976744,67.5348837209302,53.6046511627907,33.6040886348515,30.400774455368,36.0905867788553,30,3,10,43,0.697674418604651,0.232558139534884,0.0697674418604651,0.362954912061808
"526",568,"What kind of bean produces the Asian-style bean sprouts in the produce section of supermarkets? ","Mung beans ",59.5833333333333,53.1111111111111,38.0555555555556,32.763546816546,32.1849812159805,30.9727478779509,25,4,7,36,0.694444444444444,0.194444444444444,0.111111111111111,0.0679750352720094
"527",569,"What kind of enormous, cool star will our own sun become in five billion years? ","A red giant ",62.4047619047619,70.8809523809524,55.1904761904762,33.0277485138353,28.539405689671,37.7929133215301,28,5,10,43,0.651162790697674,0.232558139534884,0.116279069767442,0.160694020118183
"529",571,"What kind of information resource takes its name from a Hawaiian word for ""quick""? ","A wiki",60.9230769230769,71.4358974358974,50.3333333333333,31.5772941537567,23.9734445978032,31.2294844938943,32,3,4,39,0.82051282051282,0.102564102564103,0.0769230769230769,-0.348328659190877
"531",573,"What kind of wine takes its name from the Spanish town of Jerez, where it's made? ","Sherry",40.8888888888889,45.9444444444444,27.1388888888889,34.6342339128522,33.4518369723607,28.1690334311358,34,1,1,36,0.944444444444444,0.0277777777777778,0.0277777777777778,0.724474256563645
"532",574,"What lagoon south of Queens, New York, is named for a local Indian tribe and has nothing to do Caribbean?","Jamaica Bay",53.6279069767442,59.046511627907,42.6279069767442,30.6221389379318,28.9588817598267,29.754570081805,37,4,2,44,0.840909090909091,0.0454545454545455,0.0909090909090909,-0.683530979578853
"533",575,"What late actor was named in tribute to the lessons taught by the ferryman Vasudeva in Hermann Hesse's novel Siddhartha?","River Phoenix",38.9230769230769,42.0769230769231,37.1794871794872,30.4426852465456,28.1746289522895,29.3919715093047,38,2,0,40,0.95,0,0.05,-0.746508486017844
"534",576,"What late American's son, Rich, said in 2005, ""My father's name is synonymous with the word 'asterisk'?","Roger Maris's ",55.7441860465116,46.8372093023256,30.5116279069767,33.2580767299326,34.734318306497,30.0336098182585,40,1,1,43,0.930232558139535,0.0232558139534884,0.0232558139534884,0.241525440192653
"535",577,"What late-breaking news story kicked Dumbo off the cover of Time magazine six weeks after the elephant cartoon's release?","Pearl Harbor ",64.2564102564103,73.5897435897436,46,31.9207224795545,28.0551317650368,34.363383204556,37,1,2,40,0.925,0.05,0.025,-0.227805868981365
"536",578,"What Latin American dictator was called ""Carepina""- ""Pineapple Face""- because of his acne scarred complextion?","Manuel Noriega ",56.9803921568627,43.7254901960784,34.7254901960784,28.6143252208249,28.7005772982862,28.1069944543151,37,7,7,51,0.725490196078431,0.137254901960784,0.137254901960784,-1.38815343855773
"537",579,"What literary pickpocket's real name is Jack Dawkins?","The Artful Dodger",49.9782608695652,50.3478260869565,34.4782608695652,33.183321868697,32.7991987648102,31.6099415658603,33,5,8,46,0.717391304347826,0.173913043478261,0.108695652173913,0.215290957533394
"539",581,"What Manhattan intersection was America's first traffic circle?","Columbus Circle ",56.5555555555556,53.5111111111111,36.6888888888889,29.3502017613907,27.3284918106811,27.1350345680653,32,6,6,45,0.711111111111111,0.133333333333333,0.133333333333333,-1.12990481065937
"540",582,"What Margate City, NJ, housing area has been misspelled on the Monopoly board for almost 80 years?","Marven (Marvin) Gardens",63.8333333333333,68.5833333333333,41.1666666666667,34.5150070880148,27.1959818460637,35.8405197666392,26,3,7,37,0.702702702702703,0.189189189189189,0.0810810810810811,0.682632776063066
"542",584,"What match play event, similar to the Ryder Cup, pits a U.S. team against a non-European international team?","The Presidents Cup",42.4418604651163,43.7906976744186,25.0697674418605,29.4345944228421,28.6693449520189,27.6675806063938,32,2,10,44,0.727272727272727,0.227272727272727,0.0454545454545455,-1.10028803688947
"543",585,"What metal was found in Nevada's famed Comstock Lode?  ","Silver",61.0555555555556,64.0833333333333,45.8611111111111,31.9409673746021,34.4096124443654,33.5432793164531,27,5,5,37,0.72972972972973,0.135135135135135,0.135135135135135,-0.220701122356366
"544",586,"What Mexican general, who governed California for four months in 1835, would probably be surprised by how he's remembered in San Francisco today?","Jose Castro ",52.093023255814,53.4883720930233,38.6744186046512,32.4586285787575,26.6434769047235,31.8229633547497,39,1,3,43,0.906976744186046,0.0697674418604651,0.0232558139534884,-0.0390330186462705
"545",587,"What Michigan pathologist invented the Thanatron and the Mercitron?  ","Jack Kevorkian",48.8378378378378,51.1891891891892,44.3243243243243,32.978539750633,30.3533247655726,32.057287309903,36,1,0,38,0.947368421052632,0,0.0263157894736842,0.143424689086409
"546",588,"What military contractor, famous for making the Patriot missile system, also invented the first microwave ovens?","Raytheon",60.6808510638298,49.7021276595745,42.3617021276596,32.4754799696624,30.7167387405127,31.6636024289547,39,5,3,47,0.829787234042553,0.0638297872340425,0.106382978723404,-0.0331191888942966
"548",590,"What modern-day conglomerate built the Zero fighter planes used to bomb Pearl Harbor?  ","Mitsubishi ",45.1458333333333,62.875,41.2708333333333,35.1180317284763,34.7199280565977,34.2281081353443,31,6,11,48,0.645833333333333,0.229166666666667,0.125,0.894258337421959
"549",591,"What molecule is named for the Greek word for ""smell,"" because of the odor associated with lightning storms?","Ozone",59.0952380952381,62.0476190476191,48.6190476190476,31.8370925898719,31.0734396668503,29.1530464299019,32,7,4,45,0.711111111111111,0.0888888888888889,0.155555555555556,-0.257154955507776
"550",592,"What Monkees number one hit was written by a young Neil Diamond? ","I'm a Believer ",62.4883720930233,62.953488372093,41.8837209302326,33.341217229346,32.2076251607272,31.7139065953615,29,6,9,44,0.659090909090909,0.204545454545455,0.136363636363636,0.270702780021677
"552",594,"What musical group chose their name deliberately so that they would appear last in alphabetical listings?","ZZ Top",64.5681818181818,67.0681818181818,40.5227272727273,30.9278212431767,31.7976141618326,32.4771752669354,28,7,10,46,0.608695652173913,0.217391304347826,0.152173913043478,-0.576254783708253
"553",595,"What name is given to an eagle's nest?   ","Aerie",69.2083333333333,70.5625,44.5208333333333,26.3244553667234,25.871948375914,33.0737342488435,31,10,7,48,0.645833333333333,0.145833333333333,0.208333333333333,-2.19176072223721
"554",596,"What name is shared by the rivers that run through Denison, TX and Hanoi, Vietnam?","Red River",52.1458333333333,46.7708333333333,31.9791666666667,35.0337160299225,31.9469237911307,32.4348706384554,39,3,6,48,0.8125,0.125,0.0625,0.864668573023336
"556",598,"What nation borders both Nigeria and Gabon? ","Cameroon",42.6190476190476,50.6666666666667,34.0952380952381,34.1966710553231,34.8240641963926,32.4637204815299,35,4,3,42,0.833333333333333,0.0714285714285714,0.0952380952380952,0.570915879109065
"558",600,"What nation is home to the only tunnel in the world longer than the Chunnel?  ","Japan ",61.1463414634146,66.7073170731707,52,31.3859530487842,24.5461238309015,33.2362753629224,33,2,6,41,0.804878048780488,0.146341463414634,0.0487804878048781,-0.415477936407532
"559",601,"What nation's dyslexic king Carl XVI Gustaf misspelled his own name on the accession document that gave him the throne?","Sweden",57.2380952380952,64.5476190476191,48.5,34.5696959664128,26.575435550158,33.5313831885382,37,1,5,43,0.86046511627907,0.116279069767442,0.0232558139534884,0.701825299576219
"560",602,"What New York country club lent its name to the kind of dinner jacket first worn there in 1886?  ","Tuxedo Club ",61.265306122449,59.1632653061224,40.530612244898,31.806560847177,33.6850281645864,33.2522568412133,37,8,4,49,0.755102040816326,0.0816326530612245,0.163265306122449,-0.267869770050233
"561",603,"What NHL team plays its home games in a suburb called Sunrise?","The Florida Panthers",36.6923076923077,44.5384615384615,26.3846153846154,34.8380870268777,35.1439492088169,32.8069435723401,32,0,7,39,0.82051282051282,0.179487179487179,0,0.796014500188529
"562",604,"What noisy word comes from the capital of Hell in Milton's ""Paradise Lost""? ","Pandemonium",60.0476190476191,64.8809523809524,50.0476190476191,33.0350533568566,29.7503452580518,36.0466854340058,31,6,6,43,0.720930232558139,0.13953488372093,0.13953488372093,0.163257582867192
"565",607,"What onetime NBA Finals MVP was the last owner of the CBA before its 2001 bankruptcy? ","Isiah Thomas",32.5116279069767,38.4883720930233,25.5813953488372,32.2559496859721,30.6247426368376,31.6477882760952,39,1,3,43,0.906976744186046,0.0697674418604651,0.0232558139534884,-0.110161180886007
"570",612,"What Oscar-winning Best Picture is named for a type of rose? ","American Beauty",63.4047619047619,65.9761904761905,41.0952380952381,33.0380855789559,29.3560880753002,32.8743428192198,28,6,8,42,0.666666666666667,0.19047619047619,0.142857142857143,0.164321711363586
"571",613,"What owner-bartender of Chicago's Lone Star Saloon was famous for his drug-laced drinks? ","Mickey Finn",62.469387755102,53.9795918367347,45.8571428571429,31.1756462381672,31.9305821248209,32.803074042941,45,2,2,49,0.918367346938776,0.0408163265306122,0.0408163265306122,-0.489283041320613
"572",614,"What Pacific inlet was called ""Stingray Bay"" until Captain Cook renamed it for ""the great quantity of plants"" his scientists had discovered?","Botany Bay",52.475,53.025,39.175,30.9507362904839,27.9353534854846,32.4597482493358,34,3,4,41,0.829268292682927,0.0975609756097561,0.0731707317073171,-0.568212973432919
"573",615,"What Pacific island chain is named for Philp IV's Austrian queen? ","The Marianas",42.8888888888889,42.0444444444444,32.6,32.6337960780637,30.9295060328215,32.3407988882042,42,1,3,46,0.91304347826087,0.0652173913043478,0.0217391304347826,0.0224402908757827
"574",616,"What painter's masterpiece contains -- in addition to its human subjects -- three dogs, a horse, a monkey, and a butterfly?","Georges Seurat's ",62.3181818181818,40.0454545454545,33.0909090909091,32.412869054409,27.4742624129825,30.319859315666,39,3,2,44,0.886363636363636,0.0454545454545455,0.0681818181818182,-0.0550918732568329
"576",618,"What part of his body did Keith Richards insure for a million pounds?","Third finger, left hand ",68.7441860465116,57.2325581395349,49.1162790697674,27.9932755728567,28.4561795191118,28.7213288112192,31,6,8,46,0.673913043478261,0.173913043478261,0.130434782608696,-1.60610469886185
"577",619,"What peninsula is located between the Sea of Azov and the Black Sea? ","The Crimea",44.530612244898,52.4285714285714,32.4081632653061,33.1298594176615,30.374742797265,30.9474812971824,41,4,4,50,0.82,0.08,0.08,0.196528836630077
"578",620,"What pet bird takes its name from Australian Aborigine words for ""good eating""?","The budgerigar",66.0444444444445,59,46.6,29.7848005438066,31.5616280257588,34.0463587693977,39,3,3,45,0.866666666666667,0.0666666666666667,0.0666666666666667,-0.977386646187236
"580",622,"What plant takes its name for the Chinese words for ""man root""? ","Ginseng ",56.52,62.3,45,35.1232465609259,31.4287337658145,32.2629502554195,39,3,8,50,0.78,0.16,0.06,0.896088431535009
"581",623,"What plant's roots are used to make tapioca? ","The cassava's ",64.3421052631579,49.6315789473684,36.9736842105263,31.0668645203174,31.3743061106701,31.1487163781381,25,7,7,39,0.641025641025641,0.179487179487179,0.179487179487179,-0.527458914346179
"582",624,"What playwright's friendship with Sylvia Llewelyn-Davies's family inspired a 2004 movie?  ","J.M. Barrie's ",42.7441860465116,33.3255813953488,26.3023255813953,33.7152593849303,31.4284682370198,30.6303109165391,39,2,2,43,0.906976744186046,0.0465116279069767,0.0465116279069767,0.401969192430369
"583",625,"What poker hand are you holding if you have ""two fishhooks""? ","A pair of jacks ",47.9555555555556,57.5777777777778,30.6666666666667,33.9558239452083,29.9586752414425,29.2699038728738,30,5,10,45,0.666666666666667,0.222222222222222,0.111111111111111,0.486392956727813
"585",627,"What popular breed of pet rabbit was named for the Asian capital where it was first domesticated? ","Angora",49.7111111111111,56.5777777777778,30.6444444444444,33.9729987852801,30.2590999752658,25.3378584475301,36,6,3,46,0.782608695652174,0.0652173913043478,0.130434782608696,0.492420297780871
"586",628,"What popular destination was built on the land left over when Metropolitan Stadium, where the Twins and Vikings played, was torn down?","The Mall of America",36.1666666666667,57.2916666666667,36.7916666666667,32.2749710900761,33.3223829531106,34.8516358988024,42,1,5,48,0.875,0.104166666666667,0.0208333333333333,-0.103485806363566
"587",629,"What popular drink was first marketed as a brain tonic?","Coca-cola",71.4186046511628,72.9069767441861,50.9767441860465,26.974619956844,25.4725005348797,29.9217140234257,32,5,8,45,0.711111111111111,0.177777777777778,0.111111111111111,-1.96359185959394
"589",631,"What port, its state's largest city, is nicknamed the Brick City? ","Newark, NJ ",55.4090909090909,48.9090909090909,33,32.0597684433732,31.972966911249,32.5490685038008,34,8,2,44,0.772727272727273,0.0454545454545455,0.181818181818182,-0.179009056756076
"590",632,"What president has three ""A's"" in his first name, each of which has a different sound? ","Abraham Lincoln ",55.6666666666667,63.6666666666667,36.6458333333333,31.5718251269066,29.981791164279,32.3534269836852,36,3,9,48,0.75,0.1875,0.0625,-0.350247960326471
"591",633,"What president was shot while walking to California Governor Jerry Brown's office?  ","Gerald Ford ",62,64.4722222222222,42.1666666666667,29.4996368016383,17.6982422228248,32.1882853579639,26,6,5,37,0.702702702702703,0.135135135135135,0.162162162162162,-1.07746205433208
"593",635,"What product did Herbert Lapidus invent in 1974 by impregnanting latex rubber with coconut charcoal?","Odor Eaters ",64.9111111111111,55.0222222222222,38.6444444444444,26.730831893852,32.3057051595935,35.273706119918,38,2,6,47,0.808510638297872,0.127659574468085,0.0425531914893617,-2.04914688043656
"594",636,"What proper name is spelled unusually with a single 'n' both on the Liberty Bell and in the U.S. Constitution? ","Pen(n)sylvania ",67.3958333333333,69.875,43.6875,31.8785858781197,29.8432964068236,33.1682726187337,42,1,5,48,0.875,0.104166666666667,0.0208333333333333,-0.242593294459643
"599",641,"What reference classic is still named for the defunct New York newspaper that first published it in 1868?","The World Almanac and Book of Facts",50.3953488372093,60.9767441860465,35.8372093023256,32.7901985463454,32.0850717194543,32.1965172861897,33,5,6,44,0.75,0.136363636363636,0.113636363636364,0.0773281974838588
"600",642,"What restaurant chain was the brainchild of Atari founder Nolan Bushnell? ","Chuck E. Cheese's",70.5483870967742,80.8387096774194,53.258064516129,34.871037370744,20.7349893886213,33.750029868565,28,2,1,32,0.875,0.03125,0.0625,0.807578099003229
"602",644,"What river runs through Boston? ","Charles ",56.7941176470588,60.7941176470588,38.6764705882353,32.726395066465,26.3964866943296,32.0489404053421,17,9,8,35,0.485714285714286,0.228571428571429,0.257142857142857,0.0549369943051738
"604",646,"What river runs through Dublin?   ","Liffey",54.4090909090909,50.8409090909091,34.2727272727273,30.7996663994454,29.2502778216328,29.143082179149,31,5,8,44,0.704545454545455,0.181818181818182,0.113636363636364,-0.621229464551734
"605",647,"What river runs through Melbourne?  ","Yarra",48.2765957446809,47.5957446808511,27.7446808510638,31.2839048266451,32.7146155174585,31.8839390433125,45,2,1,48,0.9375,0.0208333333333333,0.0416666666666667,-0.451290755398373
"607",649,"What road, which names a 2002 film, divides Wayne County from affluent Oakland and Maycomb Counties?","8 Mile Road ",53.3777777777778,52,32.9555555555556,31.0624655762669,27.8478006312886,27.3079704944409,37,3,6,46,0.804347826086957,0.130434782608696,0.0652173913043478,-0.529002680457218
"608",650,"What rubber Wham-O toy inspired the name of one of the world's largest sporting events? ","The Super Bowl ",65.775,66.8,38.55,32.5855776655083,32.103358718764,32.2481961332127,30,4,7,42,0.714285714285714,0.166666666666667,0.0952380952380952,0.00551851365442475
"611",653,"What sandwich bread, because of its shape, takes its name from the Italian for ""carpet slipper""? ","Ciabatta",62.0731707317073,56.0975609756098,39.8536585365854,28.2138177529224,29.1528771119154,33.6389364989514,29,5,8,43,0.674418604651163,0.186046511627907,0.116279069767442,-1.52870759179834
"612",654,"What school has the most students over age 25, according to U.S. News & World Report?","University of Phoenix",58.6052631578947,52.5263157894737,31.7894736842105,33.2521403283362,32.3909704151963,32.6017392130467,34,0,4,39,0.871794871794872,0.102564102564103,0,0.239442118490682
"613",655,"What scientist was also the sixth abbot of Brno's Abbey of Saint Thomas? ","Gregor Mendel ",36.9038461538462,45.0384615384615,29.8461538461538,33.9326088843955,34.3099834201739,28.7466176120379,48,3,1,52,0.923076923076923,0.0192307692307692,0.0576923076923077,0.478245859666041
"614",656,"What semolina product is used to make the Moroccan dessert seffa? ","Couscous ",44.188679245283,54.0566037735849,38.9811320754717,34.435031695026,33.8238736206451,35.8085134731295,46,3,4,53,0.867924528301887,0.0754716981132075,0.0566037735849057,0.654566199176247
"616",658,"What singer took his stage name from a Dublin hearing aid billboard?  ","Bono ",60.8837209302326,64.0930232558139,34.7209302325581,33.1506010161172,33.3993255944804,33.1837062580241,34,4,5,43,0.790697674418605,0.116279069767442,0.0930232558139535,0.203807896426554
"617",659,"What single company accounts for fully half the market capitalization of the Helsinki stock exchange?","Nokia",42.4571428571429,59.6,32.4,30.5241879567691,26.1547431307458,27.6971011437065,34,0,1,35,0.971428571428571,0.0285714285714286,0,-0.717905912182506
"618",660,"What skyscraper's exterior ornaments include radiator caps on the thirty-first floor and hood ornament eagles on the sixty-first floor?","The Chrysler Building ",55.18,61.56,41.78,33.4002871795059,30.4430951254357,32.8833994468892,35,5,10,51,0.686274509803922,0.196078431372549,0.0980392156862745,0.291432797542132
"619",661,"What slightly hallucinogenic spice did Malcolm X use to get high while in prison? ","Nutmeg",60.2647058823529,62.1176470588235,58.5,34.1505657467042,32.1349094664527,33.6111904164688,27,2,5,34,0.794117647058823,0.147058823529412,0.0588235294117647,0.554735674912716
"620",662,"What slot on the back of an arrow's shaft keeps it on the bowstring? ","The nock",51.8571428571429,53.7857142857143,31.1904761904762,32.3845577688122,32.553547417714,27.4947783026896,28,6,9,44,0.636363636363636,0.204545454545455,0.136363636363636,-0.0650274402390405
"622",664,"What snack food is an ingredient in the explosive dynamite?  ","Peanuts ",71.5555555555556,64.2222222222222,63.9111111111111,34.1324662531914,34.5752728832253,36.4659381678937,35,4,6,45,0.777777777777778,0.133333333333333,0.0888888888888889,0.548383835836932
"627",669,"What spectral class does our sun belong to? ","G",63.8461538461538,44.9230769230769,45.5897435897436,30.5136194454201,36.5544904113129,35.7702595878917,27,7,6,40,0.675,0.15,0.175,-0.721614827203377
"628",670,"What spice is named for the capital of French Guiana? ","Cayenne pepper ",53.390243902439,65.4390243902439,43.3414634146341,29.854545758377,23.4265327998915,29.0891816283112,34,2,5,41,0.829268292682927,0.121951219512195,0.0487804878048781,-0.952910249709887
"629",671,"What sport used the term ""home run"" long before baseball?  ","Cricket",69.9772727272727,55.8863636363636,38.7272727272727,25.1991958494467,25.8377908814228,28.1403158908268,35,6,3,45,0.777777777777778,0.0666666666666667,0.133333333333333,-2.58665947270263
"630",672,"What sports term is the shortest word ever to decide the National Spelling Bee?   ","Luge",68.7659574468085,58.3191489361702,30.3404255319149,31.1135457470644,31.4905827075325,32.3219380309389,45,2,0,47,0.957446808510638,0,0.0425531914893617,-0.511076597352124
"632",674,"What state is today home to Harpers Ferry, but is not the state in which it was located at the time of John Brown's raid?","West Virginia ",46.0952380952381,52.5,32.5476190476191,33.9582308164873,34.0001793395557,30.1437227061132,31,3,8,42,0.738095238095238,0.19047619047619,0.0714285714285714,0.487237624509816
"633",675,"What state motto of Virginia did John Wilkes Booth shout as he jumped from Lincoln's box to the stage of Ford's Theatre? ","Sic semper tyrannis ",68.1176470588235,55.7352941176471,46,32.325770473728,32.4254939202394,35.85154575933,23,5,6,34,0.676470588235294,0.176470588235294,0.147058823529412,-0.0856582627431519
